ID,Entity,Town,State,Year,Amount ($),Type
1074,WNIT,South Bend,Indiana,2019,14493,Other System Support
1075,WNIT,South Bend,Indiana,2019,819999,Television Community Service Grant
1076,WVUB,Vincennes,Indiana,2019,128188,Radio Community Service Grant
1077,WOI,Ames,Iowa,2019,253638,Radio Community Service Grant
1078,KUNI,Cedar Falls,Iowa,2019,202285,Radio Community Service Grant
1079,KSUI,Iowa City,Iowa,2019,193135,Radio Community Service Grant
1080,Iowa Public Broadcasting Board,Johnston,Iowa,2019,47929,Other System Support
1081,Iowa Public Broadcasting Board,Johnston,Iowa,2019,75000,Ready To Learn
1082,KOOD,Bunker Hill,Kansas,2019,11316,Other System Support
1083,KOOD,Bunker Hill,Kansas,2019,773585,Television Community Service Grant
1084,KRPS,Pittsburg,Kansas,2019,126625,Radio Community Service Grant
1085,KTWU,Topeka,Kansas,2019,14878,Other System Support
1086,KTWU,Topeka,Kansas,2019,809849,Television Community Service Grant
1087,KPTS,Wichita,Kansas,2019,830529,Television Community Service Grant
1088,WKYU,Bowling Green,Kentucky,2019,12924,Other System Support
1089,Kentucky Authority for Educational Television,Lexington,Kentucky,2019,3570726,Television Community Service Grant
1090,Kentucky Educational Television Foundation,Lexington,Kentucky,2019,64000,Ready To Learn
1091,WUKY,Lexington,Kentucky,2019,117193,Radio Community Service Grant
1092,WEKU,Richmond,Kentucky,2019,193825,Radio Community Service Grant
1093,WMMT,Whitesburg,Kentucky,2019,100564,Radio Community Service Grant
1094,Foundation for Excellence in Louisiana Public Broadcasting,Baton Rouge,Louisiana,2019,114000,Ready To Learn
1095,WBRH,Baton Rouge,Louisiana,2019,72313,Radio Community Service Grant
1096,WRKF,Baton Rouge,Louisiana,2019,111181,Radio Community Service Grant
1097,KSLU,Hammond,Louisiana,2019,72313,Radio Community Service Grant
1098,WYES,Metairie,Louisiana,2019,11748,Other System Support
1099,WYES,Metairie,Louisiana,2019,642553,Television Community Service Grant
1100,KDAQ,Shreveport,Louisiana,2019,155134,Radio Community Service Grant
1101,WERU,East Orland,Maine,2019,120534,Radio Community Service Grant
1102,Maine Public Broadcasting Corporation,Lewiston,Maine,2019,19200,Other System Support
1103,Maine Public Broadcasting Corporation,Lewiston,Maine,2019,690152,Radio Community Service Grant
1104,WEAA,Baltimore,Maryland,2019,217078,Radio Community Service Grant
1105,WYPR,Baltimore,Maryland,2019,317207,Radio Community Service Grant
1106,Maryland Public Television,Owings Mills,Maryland,2019,114000,Ready To Learn
1107,Maryland Public Television,Owings Mills,Maryland,2019,3139524,Television Community Service Grant
1108,WESM,Princess Anne,Maryland,2019,172818,Radio Community Service Grant
1109,"Meintel, Sgrignoli and Wallace, LLC",Waldorf,Maryland,2019,54156,Other System Support
1110,WGBH,Boston,Massachusetts,2019,943329,Radio Community Service Grant
1111,WGBH,Boston,Massachusetts,2019,50000,Ready To Learn
1112,WGBH,Boston,Massachusetts,2019,7859857,Television Community Service Grant
1113,WOMR,Provincetown,Massachusetts,2019,72313,Radio Community Service Grant
1114,WFCR,Springfield,Massachusetts,2019,317758,Radio Community Service Grant
1115,WDET,Detroit,Michigan,2019,279814,Radio Community Service Grant
1116,WRCJ,Detroit,Michigan,2019,155561,Radio Community Service Grant
1117,WKAR,East Lansing,Michigan,2019,21409,Other System Support
1118,WGVU,Grand Rapids,Michigan,2019,20091,Other System Support
1119,WGVU,Grand Rapids,Michigan,2019,166071,Radio Community Service Grant
1120,WGVU,Grand Rapids,Michigan,2019,1109799,Television Community Service Grant
1121,WNMU,Marquette,Michigan,2019,142852,Radio Community Service Grant
1122,WNMU,Marquette,Michigan,2019,763795,Television Community Service Grant
1123,WUVS,Muskegon,Michigan,2019,108469,Radio Community Service Grant
1124,WBLV,Twin Lake,Michigan,2019,113079,Radio Community Service Grant
1125,WTVS,Wixom,Michigan,2019,64000,Ready To Learn
1126,WTVS,Wixom,Michigan,2019,1845388,Television Community Service Grant
1127,WEMU,Ypsilanti,Michigan,2019,144958,Radio Community Service Grant
1128,KSMQ,Austin,Minnesota,2019,710475,Television Community Service Grant
1129,KAWE,Bemidji,Minnesota,2019,12515,Other System Support
1130,KUMD,Duluth,Minnesota,2019,145673,Radio Community Service Grant
1131,WDSE,Duluth,Minnesota,2019,13746,Other System Support
1132,WDSE,Duluth,Minnesota,2019,860786,Television Community Service Grant
1133,KBEM,Minneapolis,Minnesota,2019,114610,Radio Community Service Grant
1134,KFAI,Minneapolis,Minnesota,2019,85935,Radio Community Service Grant
1135,KVSC,St. Cloud,Minnesota,2019,88963,Radio Community Service Grant
1136,KBPR,St. Paul,Minnesota,2019,171192,Radio Community Service Grant
1137,KSJR,St. Paul,Minnesota,2019,219400,Radio Community Service Grant
1138,KTCA,St. Paul,Minnesota,2019,73692,Other System Support
1139,KTCA,St. Paul,Minnesota,2019,3894800,Television Community Service Grant
1140,WURC,Holly Springs,Mississippi,2019,171861,Radio Community Service Grant
1141,Mississippi Authority for Educational Television,Jackson,Mississippi,2019,24097,Radio Programming
1142,Mississippi Public Broadcasting,Jackson,Mississippi,2019,1547072,Television Community Service Grant
1143,WJSU,Jackson,Mississippi,2019,121145,Radio Community Service Grant
1144,WMPN,Jackson,Mississippi,2019,186968,Radio Community Service Grant
1145,KBIA,Columbia,Missouri,2019,180471,Radio Community Service Grant
1146,KOPN,Columbia,Missouri,2019,72313,Radio Community Service Grant
1147,KCUR,Kansas City,Missouri,2019,370398,Radio Community Service Grant
1148,KCUR,Kansas City,Missouri,2019,1970316,Radio Programming
1149,KTBG,Kansas City,Missouri,2019,90725,Radio Community Service Grant
1150,KSMU,Springfield,Missouri,2019,119399,Radio Community Service Grant
1151,KDHX,St. Louis,Missouri,2019,112303,Radio Community Service Grant
1152,KWMU,St. Louis,Missouri,2019,570873,Radio Community Service Grant
1153,KMOS,Warrensburg,Missouri,2019,14268,Other System Support
1154,KEMC,Billings,Montana,2019,194397,Radio Community Service Grant
1155,KGVA,Harlem,Montana,2019,143933,Radio Community Service Grant
1156,KUFM,Missoula,Montana,2019,249893,Radio Community Service Grant
1157,KUCV,Lincoln,Nebraska,2019,218908,Radio Community Service Grant
1158,KUON,Lincoln,Nebraska,2019,25825,Other System Support
1159,KUON,Lincoln,Nebraska,2019,1411415,Television Community Service Grant
1160,KZUM,Lincoln,Nebraska,2019,72313,Radio Community Service Grant
1161,Nebraska Educational Telecommunications Commission,Lincoln,Nebraska,2019,27329,Other System Support
1162,Nebraska Educational Telecommunications Commission,Lincoln,Nebraska,2019,1754735,Television Community Service Grant
1163,Vision Maker Media,Lincoln,Nebraska,2019,478327,Other System Support
1164,Vision Maker Media,Lincoln,Nebraska,2019,880264,Television Programming
1165,KVNO,Omaha,Nebraska,2019,104292,Radio Community Service Grant
1166,KCEP,Las Vegas,Nevada,2019,86074,Radio Community Service Grant
1167,KLVX,Las Vegas,Nevada,2019,27097,Other System Support
1168,KLVX,Las Vegas,Nevada,2019,89000,Ready To Learn
1169,KLVX,Las Vegas,Nevada,2019,1458524,Television Community Service Grant
1170,KNPR,Las Vegas,Nevada,2019,468850,Radio Community Service Grant
1171,KNPB,Reno,Nevada,2019,15760,Other System Support
1172,KNPB,Reno,Nevada,2019,1093708,Television Community Service Grant
1173,KUNR,Reno,Nevada,2019,195993,Radio Community Service Grant
1174,"New Hampshire Public Radio, Inc.",Concord,New Hampshire,2019,385613,Radio Community Service Grant
1175,"New Hampshire Public Radio, Inc.",Concord,New Hampshire,2019,339711,Radio Programming
1176,New Hampshire Public Television,Durham,New Hampshire,2019,17522,Other System Support
1177,New Hampshire Public Television,Durham,New Hampshire,2019,979761,Television Community Service Grant
1178,WFMU,Jersey City,New Jersey,2019,134158,Radio Community Service Grant
1179,WBJB,Lincroft,New Jersey,2019,91934,Radio Community Service Grant
1180,WBGO,Newark,New Jersey,2019,437829,Radio Community Service Grant
1181,New Jersey Public Broadcasting Authority,Trenton,New Jersey,2019,26229,Other System Support
1182,WWFM,West Windsor,New Jersey,2019,115355,Radio Community Service Grant
1183,KABR,Alamo,New Mexico,2019,143933,Radio Community Service Grant
1184,KANW,Albuquerque,New Mexico,2019,182676,Radio Community Service Grant
1185,KNME,Albuquerque,New Mexico,2019,26284,Other System Support
1186,KNME,Albuquerque,New Mexico,2019,1461255,Television Community Service Grant
1187,KUNM,Albuquerque,New Mexico,2019,239332,Radio Community Service Grant
1188,KSJE,Farmington,New Mexico,2019,143933,Radio Community Service Grant
1189,KGLP,Gallup,New Mexico,2019,143933,Radio Community Service Grant
1190,KRWG,Las Cruces,New Mexico,2019,12788,Other System Support
1191,KRWG,Las Cruces,New Mexico,2019,213861,Radio Community Service Grant
1192,KTDB,Pine Hill,New Mexico,2019,148323,Radio Community Service Grant
1193,KENW,Portales,New Mexico,2019,13188,Other System Support
1194,KENW,Portales,New Mexico,2019,116436,Radio Community Service Grant
1195,KENW,Portales,New Mexico,2019,839699,Television Community Service Grant
1196,KSFR,Santa Fe,New Mexico,2019,129331,Radio Community Service Grant
1197,KSHI,Zuni,New Mexico,2019,143933,Radio Community Service Grant
1198,WAMC,Albany,New York,2019,414695,Radio Community Service Grant
1199,WFUV,Bronx,New York,2019,414078,Radio Community Service Grant
1200,"Unladylike Productions, LLC",Brooklyn,New York,2019,525000,Television Programming
1201,WNED,Buffalo,New York,2019,25370,Other System Support
1202,WNED,Buffalo,New York,2019,209734,Radio Community Service Grant
1203,WNED,Buffalo,New York,2019,25000,Television Programming
1204,WSLU,Canton,New York,2019,267342,Radio Community Service Grant
1205,WEOS,Geneva,New York,2019,72313,Radio Community Service Grant
1206,"Digital Diaspora Family Reunion, LLC",Greenwood Lake,New York,2019,200000,Television Programming
1207,WRFA,Jamestown,New York,2019,72313,Radio Community Service Grant
1208,WJFF,Jeffersonville,New York,2019,95956,Radio Community Service Grant
1209,"Education Development Center, Inc.",New York,New York,2019,4480769,Ready To Learn
1210,"Firelight Media, Inc.",New York,New York,2019,500000,Television Programming
1211,National Academy of Television Arts & Sciences,New York,New York,2019,5000,Other System Support
1212,National Black Programming Consortium,New York,New York,2019,567728,Other System Support
1213,National Black Programming Consortium,New York,New York,2019,790863,Television Programming
1214,"Thirteen Productions, LLC",New York,New York,2019,833056,Television Programming
1215,WNET,New York,New York,2019,232973,Other System Support
1216,WNET,New York,New York,2019,114000,Ready To Learn
1217,WNET,New York,New York,2019,12237557,Television Community Service Grant
1218,WNET,New York,New York,2019,1950000,Television Programming
1219,WNYC,New York,New York,2019,3291083,Radio Community Service Grant
1220,WNYE,New York,New York,2019,42619,Other System Support
1221,WNYE,New York,New York,2019,2240735,Television Community Service Grant
1222,WRVO,Oswego,New York,2019,170423,Radio Community Service Grant
1223,WCFE,Plattsburgh,New York,2019,12752,Other System Support
1224,WCFE,Plattsburgh,New York,2019,758492,Television Community Service Grant
1225,WXXI,Rochester,New York,2019,21817,Other System Support
1226,WXXI,Rochester,New York,2019,255738,Radio Community Service Grant
1227,WXXI,Rochester,New York,2019,1185221,Television Community Service Grant
1228,WXXI,Rochester,New York,2019,645000,Television Programming
1229,WAER,Syracuse,New York,2019,142329,Radio Community Service Grant
1230,WCNY,Syracuse,New York,2019,18474,Other System Support
1231,WCNY,Syracuse,New York,2019,87352,Radio Community Service Grant
1232,WCNY,Syracuse,New York,2019,114000,Ready To Learn
1233,WCNY,Syracuse,New York,2019,1033998,Television Community Service Grant
1234,WMHT,Troy,New York,2019,22058,Other System Support
1235,WMHT,Troy,New York,2019,136843,Radio Community Service Grant
1236,WMHT,Troy,New York,2019,1211652,Television Community Service Grant
1237,WSKG,Vestal,New York,2019,13874,Other System Support
1238,WSKG,Vestal,New York,2019,220167,Radio Community Service Grant
1239,WSKG,Vestal,New York,2019,833331,Television Community Service Grant
1240,WPBS,Watertown,New York,2019,12906,Other System Support
1241,WPBS,Watertown,New York,2019,815263,Television Community Service Grant
1242,WUNC,Chapel Hill,North Carolina,2019,806898,Radio Programming
1243,WFAE,Charlotte,North Carolina,2019,343490,Radio Community Service Grant
1244,WFAE,Charlotte,North Carolina,2019,10000,Radio Programming
1245,WTVI,Charlotte,North Carolina,2019,15856,Other System Support
1246,WDAV,Davidson,North Carolina,2019,192097,Radio Community Service Grant
1247,WNCU,Durham,North Carolina,2019,101351,Radio Community Service Grant
1248,WRVS,Elizabeth City,North Carolina,2019,155332,Radio Community Service Grant
1249,WTEB,New Bern,North Carolina,2019,125974,Radio Community Service Grant
1250,UNC-TV,Research Triangle Park,North Carolina,2019,114000,Ready To Learn
1251,UNC-TV,Research Triangle Park,North Carolina,2019,3457789,Television Community Service Grant
1252,WNCW,Spindale,North Carolina,2019,135851,Radio Community Service Grant
1253,WHQR,Wilmington,North Carolina,2019,30000,Other System Support
1254,WFDD,Winston-Salem,North Carolina,2019,225237,Radio Community Service Grant
1255,WSNC,Winston-Salem,North Carolina,2019,108469,Radio Community Service Grant
1256,KEYA,Belcourt,North Dakota,2019,161709,Radio Community Service Grant
1257,"Prairie Public Broadcasting, Inc.",Fargo,North Dakota,2019,18112,Other System Support
1258,"Prairie Public Broadcasting, Inc.",Fargo,North Dakota,2019,170065,Radio Community Service Grant
1259,"Prairie Public Broadcasting, Inc.",Fargo,North Dakota,2019,1316307,Television Community Service Grant
1260,KABU,St. Michaels,North Dakota,2019,161755,Radio Community Service Grant
1261,WAPS,Akron,Ohio,2019,98985,Radio Community Service Grant
1262,WOUB,Athens,Ohio,2019,18775,Other System Support
1263,WOUB,Athens,Ohio,2019,190994,Radio Community Service Grant
1264,WBGU,Bowling Green,Ohio,2019,812271,Television Community Service Grant
1265,WCET,Cincinnati,Ohio,2019,18905,Other System Support
1266,WCET,Cincinnati,Ohio,2019,1021610,Television Community Service Grant
1267,WGUC,Cincinnati,Ohio,2019,414132,Radio Community Service Grant
1268,WCPN,Cleveland,Ohio,2019,403639,Radio Community Service Grant
1269,WVIZ,Cleveland,Ohio,2019,37350,Other System Support
1270,WVIZ,Cleveland,Ohio,2019,1983230,Television Community Service Grant
1271,WCBE,Columbus,Ohio,2019,126811,Radio Community Service Grant
1272,WOSU,Columbus,Ohio,2019,343900,Radio Community Service Grant
1273,WOSU,Columbus,Ohio,2019,1135252,Television Community Service Grant
1274,WDPR,Dayton,Ohio,2019,99103,Radio Community Service Grant
1275,WPTD,Dayton,Ohio,2019,19174,Other System Support
1276,WNEO,Kent,Ohio,2019,16837,Other System Support
1277,WNEO,Kent,Ohio,2019,915406,Television Community Service Grant
1278,WGTE,Toledo,Ohio,2019,14787,Other System Support
1279,WGTE,Toledo,Ohio,2019,112999,Radio Community Service Grant
1280,WCSU,Wilberforce,Ohio,2019,129627,Radio Community Service Grant
1281,WYSU,Youngstown,Ohio,2019,126447,Radio Community Service Grant
1282,KRSU,Claremore,Oklahoma,2019,11948,Other System Support
1283,KRSU,Claremore,Oklahoma,2019,663931,Television Community Service Grant
1284,KCCU,Lawton,Oklahoma,2019,133892,Radio Community Service Grant
1285,KGOU,Norman,Oklahoma,2019,151286,Radio Community Service Grant
1286,Oklahoma Educational Television Authority,Oklahoma City,Oklahoma,2019,29110,Other System Support
1287,Oklahoma Educational Television Authority,Oklahoma City,Oklahoma,2019,75000,Ready To Learn
1288,KOSU,Stillwater,Oklahoma,2019,150297,Radio Community Service Grant
1289,KOSU,Stillwater,Oklahoma,2019,10000,Radio Programming
1290,KWGS,Tulsa,Oklahoma,2019,145084,Radio Community Service Grant
